,Address,Style,Building Type,Basement Development,Exterior Finish,Fireplace,OwnershipType,Property Type,Bedrooms,Bathrooms,Amenities Nearby,Lot Size,Parking Type,No. of Parking Spaces,Storeys,Floor Area (m^2),Features,Condo Fees,Community Features,Price
350,"#436 -155 DALHOUSIE ST, Toronto, Ontario, M5B 2P7",,,,Brick,,Condominium/Strata,Single Family,1+1,1.0,"Hospital, Public Transit, Schools",,,,1.0,52.24,,$500 Monthly,,"$705,999"
351,"#1411 -62 FOREST MANOR RD, Toronto, Ontario, M2J 1M6",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,82.79,Balcony,$627 Monthly,,"$700,000"
352,"#505 -909 BAY ST, Toronto, Ontario, M5S 1Z9",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,Public Transit,,"Underground, Visitor parking",,1.0,59.82,Balcony,$522 Monthly,,"$699,990"
353,"#638 -68 ABELL ST, Toronto, Ontario, M6J 0A2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,61.11999999999999,Balcony,$495 Monthly,Community Centre,"$699,900"
354,"#11 -867 WILSON AVE, Toronto, Ontario, M3K 1E6",Townhouse,Row / Townhouse,,,,Condominium/Strata,Single Family,2,3.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,3.0,,,$516 Monthly,,"$699,000"
355,"#218 -650 MOUNT PLEASANT RD, Toronto, Ontario, M4S 2N5",Apartment,Apartment,,"Concrete, Stucco",,Condominium/Strata,Single Family,2,2.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,,Balcony,$781 Monthly,,"$699,000"
356,"#1104 -3865 LAKE SHORE BLVD W, Toronto, Ontario, M8W 1R4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,2.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,,Balcony,$728 Monthly,,"$699,000"
357,"#930 -68 ABELL ST, Toronto, Ontario, M6J 0A2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,,,"Underground, Visitor parking",,1.0,155.63,,$634 Monthly,,"$699,000"
358,"218 650 MOUNT PLEASANT Road, Toronto, Ontario, M4S 2N5",Apartment,Apartment,Unfinished,"Concrete, Stucco",,Condominium,Single Family,2,2.0,Public Transit,x,Underground,,1.0,,"Park setting, Park/reserve, Balcony, Paved driveway, Guest Suite",$781 Monthly,,"$699,000"
359,"515-22 Leader Lane, Toronto, ON, M5E 0B2",Apartment,,,,,,,1+1,1.0,,,None,,1.0,65.21000000000001,,$832 Monthly,,"$692,000"
360,"#2509 -50 WELLESLEY ST E, Toronto, Ontario, M4Y 1G2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,"Hospital, Public Transit, Schools",,Underground,,1.0,,Balcony,$374 Monthly,Community Centre,"$689,000"
361,"#4007 -85 QUEENS WHARF RD, Toronto, Ontario, M5V 0J9",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Park, Public Transit",,"Underground, Visitor parking",,1.0,56.37000000000001,Balcony,$454 Monthly,,"$688,000"
362,"#1411 -50 ANN O'REILLY RD, Toronto, Ontario, M2J 0C9",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,Public Transit,,"Underground, Visitor parking",,1.0,,Balcony,$583 Monthly,,"$675,000"
363,"#414 -320 RICHMOND ST E, Toronto, Ontario, M5A 1P9",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,1+1,2.0,"Hospital, Park, Public Transit",,Underground,,1.0,97.08,Balcony,$448 Monthly,Community Centre,"$659,000"
364,"36-2059 Weston Rd, Toronto, ON, M9N 1X7",Townhouse,,,,,,,4,3.0,,,Owned,1.0,4.0,,,$346 Monthly,,"$658,000"
365,"#305 -68 MERTON ST, Toronto, Ontario, M4S 1A1",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,2.0,"Park, Public Transit",,"Underground, Visitor parking",,1.0,50.98,Balcony,$585 Monthly,,"$649,000"
366,"#607 -71 FRONT  ST E, Toronto, Ontario, M5E 1T9",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1,2.0,"Hospital, Public Transit, Schools",,"Underground, Visitor parking",,2.0,87.57000000000002,Balcony,$880 Monthly,Community Centre,"$649,000"
367,"#1401 -78 TECUMSETH ST, Toronto, Ontario, M5V 0A9",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,"Hospital, Park, Public Transit",,Underground,,1.0,64.21,Balcony,$306 Monthly,,"$648,000"
368,"1009-300 Front St W, Toronto, ON, M5V 0E9",Apartment,,,,,,,1,1.0,,,None,,1.0,,,$395 Monthly,,"$639,900"
369,"#312 -5 MARINE PARADE DR, Toronto, Ontario, M8V 4B4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,2.0,"Marina, Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,,Balcony,$647 Monthly,,"$639,900"
370,"1407-438 King St W, Toronto, ON, M5V 3T9",Apartment,,,,,,,1,1.0,,,None,,,,,$438 Monthly,,"$630,000"
371,"#101 -30 DUNDALK DR, Toronto, Ontario, M1P 4W1",Townhouse,Row / Townhouse,Finished,"Brick, Vinyl",,Condominium/Strata,Single Family,3+1,3.0,"Hospital, Public Transit, Schools",,"Garage, Visitor parking",,2.0,77.23,Balcony,$422 Monthly,,"$628,800"
372,"#1310 -2885 BAYVIEW AVE, Toronto, Ontario, M2K 0A3",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,,,Underground,,1.0,57.42,Balcony,$483 Monthly,,"$628,000"
373,"2302-15 Windermere Ave, Toronto, ON, M6S 5A2",Apartment,,,,,,,1+1,2.0,,,Owned,1.0,1.0,68.15999999999998,,$707 Monthly,,"$625,000"
374,"#312 -3830 BATHURST ST, Toronto, Ontario, M3H 6C5",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2+1,2.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,80.94,Balcony,$731 Monthly,,"$620,000"
375,"#615 -942 YONGE ST, Toronto, Ontario, M4W 3S8",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,,,Underground,,1.0,,,$636 Monthly,Pets not Allowed,"$617,500"
376,"211-5 Concorde Pl, Toronto, ON, M3C 3M8",Apartment,,,,,,,1+1,2.0,,,Exclusive,1.0,1.0,,,$754 Monthly,,"$609,900"
377,"#402 -231 FORT YORK BLVD, Toronto, Ontario, M5V 1B2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,"Park, Public Transit",,"Underground, Visitor parking",,1.0,46.49,Balcony,$516 Monthly,Community Centre,"$609,900"
378,"#PH9 -30 HERONS HILL WAY, Toronto, Ontario, M2J 0A7",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,48.86000000000001,Balcony,$775 Monthly,,"$609,900"
379,"#130 -525 WILSON AVE W, Toronto, Ontario, M3H 1V1",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,1+1,1.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,64.91,,$448 Monthly,,"$599,888"
380,"#145 -71 MCCAUL ST, Toronto, Ontario, M5T 2X1",Apartment,Apartment,,"Brick, Stucco",,Condominium/Strata,Single Family,1+1,1.0,"Hospital, Park, Public Transit",,Underground,,1.0,44.25,,$499 Monthly,,"$599,000"
381,"#5109 -12 YORK ST, Toronto, Ontario, M5J 0A9",Apartment,Apartment,,,,Condominium/Strata,Single Family,1+1,1.0,,,Underground,,1.0,78.09,Balcony,$446 Monthly,,"$599,000"
382,"#603 -245 DAVISVILLE AVE, Toronto, Ontario, M4S 3H4",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1,1.0,"Park, Public Transit, Schools",,Underground,,1.0,,Balcony,$406 Monthly,"Community Centre, School Bus","$599,000"
383,"#307 -20 BRUYERES MEWS, Toronto, Ontario, M5V 0G8",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,"Hospital, Park, Public Transit",,"Underground, Visitor parking",,1.0,,Balcony,$400 Monthly,Community Centre,"$599,000"
384,"#1602 -460 ADELAIDE ST E, Toronto, Ontario, M5A 1N6",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,,,Underground,,1.0,53.94,Balcony,$390 Monthly,,"$599,000"
385,"#3311 -121 MCMAHON DR, Toronto, Ontario, M2K 2X9",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,,,Underground,,1.0,515.0,Balcony,$510 Monthly,,"$598,900"
386,"#429 -5 MARINE PARADE DR, Toronto, Ontario, M8V 4B4",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,1,1.0,"Hospital, Public Transit, Schools",,"Underground, Visitor parking",,1.0,,Balcony,$546 Monthly,,"$598,000"
387,"#2114 -103 THE QUEENSWAY AVE, Toronto, Ontario, M6S 5B3",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,,,"Underground, Visitor parking",,1.0,42.21,Balcony,$569 Monthly,,"$589,000"
388,"#11 -138 HOMESTEAD RD, Toronto, Ontario, M1E 3S2",Townhouse,Row / Townhouse,Finished,Brick,,Condominium/Strata,Single Family,3+1,3.0,"Hospital, Park, Public Transit, Schools",,Attached garage,,3.0,79.19999999999997,,$231 Monthly,Community Centre,"$588,800"
389,"434-525 Wilson Ave, Toronto, ON, M3H 0A7",Apartment,,,,,,,2+1,2.0,,,Owned,2.0,1.0,76.73000000000002,,$696 Monthly,,"$588,000"
390,"#2210 -600 FLEET ST, Toronto, Ontario, M5V 1B7",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,,,Underground,,1.0,37.8,Balcony,$388 Monthly,,"$575,900"
391,"#2503 -121 MCMAHON DR, Toronto, Ontario, M2K 2X9",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,"Hospital, Park, Public Transit, Schools",,Underground,,1.0,65.75,Balcony,$469 Monthly,Pets not Allowed,"$569,000"
392,"#1132 -68 CORPORATE DR, Toronto, Ontario, M1H 3H3",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,2+1,2.0,"Hospital, Public Transit, Schools",,Underground,,1.0,56.23,,$653 Monthly,"Community Centre, Pets not Allowed","$569,000"
393,"206-1210 Don Mills Rd, Toronto, ON, M3B 3N9",Apartment,,,,,,,1,1.0,,,Owned,2.0,1.0,55.95,,$717 Monthly,,"$560,000"
394,"#1007 -115 RICHMOND ST E, Toronto, Ontario, M5C 3H6",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1,1.0,"Park, Public Transit",,"Underground, Visitor parking",,1.0,61.12000000000001,Balcony,$503 Monthly,,"$559,900"
395,"#807 -151 VILLAGE GREEN SQ, Toronto, Ontario, M1S 0K5",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,2.0,,,"Underground, Visitor parking",,1.0,77.88999999999999,Balcony,$558 Monthly,,"$558,000"
396,"#1231 -35 VIKING LANE, Toronto, Ontario, M9B 0A2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,64.47,Balcony,$496 Monthly,School Bus,"$555,000"
397,"#208 -55 HUNTINGDALE BLVD, Toronto, Ontario, M1W 2N9",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,3,2.0,,,Underground,,1.0,138.24,Balcony,$935 Monthly,,"$549,900"
398,"#86 -37 FOUR WINDS DR, Toronto, Ontario, M3J 1K7",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,1.0,,,,,1.0,55.28,Balcony,$308 Monthly,,"$549,900"
399,"#1106 -15 ZORRA ST, Toronto, Ontario, M8Z 4Z6",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,"Park, Public Transit",,"Underground, Visitor parking",,1.0,,Balcony,$456 Monthly,Community Centre,"$549,800"
400,"#215 -50 BRUYERES MEWS, Toronto, Ontario, M5V 0H8",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,"Park, Public Transit, Schools",,Visitor parking,,1.0,,Balcony,$459 Monthly,Community Centre,"$549,000"
401,"#804 -115 RICHMOND ST E, Toronto, Ontario, M5C 3H6",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,Public Transit,,"Underground, Visitor parking",,1.0,65.21,Balcony,$602 Monthly,,"$549,000"
402,"#215 -55 ANN O'REILLY RD, Toronto, Ontario, M2J 0E1",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,"Hospital, Park, Public Transit, Schools",,Underground,,1.0,53.36,"Wooded area, Balcony","$39,605 Monthly",,"$539,800"
403,"#1724 -80 HARRISON GARDEN BLVD, Toronto, Ontario, M2N 7E3",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1,1.0,"Public Transit, Schools",,Underground,,1.0,65.46000000000001,Balcony,$429 Monthly,,"$525,000"
404,"1610-15 Zorra STREET, Toronto, ON, M8Z 4Z6",Apartment,,,Concrete,,,,1,1.0,"Park, Public Transit, Schools",,Underground,1.0,1.0,37.76,Balcony,$389 Monthly,,"$525,000"
405,"3303-45 Charles St E, Toronto, ON, M4Y 1S2",Apartment,,,,,,,0,1.0,,,None,,1.0,62.61,,$230 Monthly,,"$519,990"
406,"#427 -525 WILSON AVE, Toronto, Ontario, M3H 1V1",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,1,1.0,,,Underground,,1.0,51.99,Balcony,$401 Monthly,,"$515,900"
407,"#4705 -45 CHARLES ST E, Toronto, Ontario, M4Y 1S2",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1,1.0,"Hospital, Park, Public Transit, Schools",,,,1.0,40.02,,$297 Monthly,,"$499,999"
408,"#2407 -210 VICTORIA ST, Toronto, Ontario, M5B 2R3",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,,,Underground,,1.0,,,$438 Monthly,,"$499,999"
409,"#1607 -260 SCARLETT RD, Toronto, Ontario, M6N 4X6",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1,1.0,,,"Underground, Visitor parking",,1.0,58.78,Balcony,$587 Monthly,,"$499,900"
410,"#1001 -15 GREENVIEW  AVE, Toronto, Ontario, M2M 4M7",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,,,"Underground, Visitor parking",,1.0,,Balcony,$389 Monthly,,"$499,900"
411,"#917 -80 GRANDRAVINE DR, Toronto, Ontario, M3J 1B2",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,3,1.0,,,Underground,,,,Balcony,$752 Monthly,,"$499,000"
412,"#306 -330 MCCOWAN RD E, Toronto, Ontario, M1J 3N3",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2+1,2.0,,,"Underground, Visitor parking",,1.0,,Balcony,$703 Monthly,,"$499,000"
413,"#1006 -215 SHERWAY GARDENS RD, Toronto, Ontario, M9C 0A4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,,,Underground,,1.0,47.6,Balcony,$363 Monthly,Pets not Allowed,"$499,000"
414,"713-80 Western Battery Rd, Toronto, ON, M6K 3S1",Apartment,,,,,,,1,1.0,,,None,,1.0,61.71,,$349 Monthly,,"$499,000"
415,"#503 -29 SINGER CRT, Toronto, Ontario, M2K 0B3",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,"Hospital, Park, Public Transit",,"Underground, Visitor parking",,,,Balcony,$552 Monthly,,"$499,000"
416,"144-90 Wingarden Crt, Toronto, ON, M1B 2K3",Townhouse,,,,,,,3,2.0,,,Exclusive,2.0,2.0,82.72,,$306 Monthly,,"$499,000"
417,"#508 -8 GLADSTONE AVE, Toronto, Ontario, M6J 0B3",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Public Transit, Schools",,"Underground, Visitor parking",,1.0,,,$261 Monthly,,"$498,000"
418,"#1503 -120 DUNDALK DR, Toronto, Ontario, M1P 4V9",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,3,2.0,"Hospital, Park, Public Transit",,,,1.0,83.03,Balcony,$873 Monthly,,"$489,999"
419,"#831 -15 JAMES FINLAY WAY, Toronto, Ontario, M3M 0B3",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1+1,2.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,56.39,Balcony,$651 Monthly,,"$489,000"
420,"#304 -15 VICORA LINKWAY WAY, Toronto, Ontario, M3C 1A9",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,1.0,"Park, Public Transit",,"Underground, Visitor parking",,1.0,62.41,"Ravine, Conservation/green belt, Balcony",$674 Monthly,,"$479,998"
421,"#844 -830 LAWRENCE AVE W, Toronto, Ontario, M6A 0B6",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1,1.0,"Hospital, Park, Public Transit, Schools",,Underground,,1.0,37.77,Balcony,$338 Monthly,Community Centre,"$479,900"
422,"#506 -255 VILLAGE GREEN SQ, Toronto, Ontario, M1S 0L3",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1+1,1.0,"Park, Public Transit",,"Underground, Visitor parking",,1.0,,Balcony,$422 Monthly,,"$479,000"
423,"#208 -45 SILVER SPRINGS BLVD, Toronto, Ontario, M1V 1M9",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,3,2.0,Hospital,,"Underground, Visitor parking",,1.0,104.71,Balcony,$630 Monthly,,"$470,000"
424,"#902 -30 THUNDER GRVE, Toronto, Ontario, M1V 4A3",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,2,2.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,113.39,Balcony,$726 Monthly,School Bus,"$454,999"
425,"1214-8 Mondeo Dr, Toronto, ON, M1P 5C7",Apartment,,,,,,,1+1,1.0,,,Exclusive,1.0,1.0,64.95,,$469 Monthly,,"$449,900"
426,"1201-1 Massey Sq, Toronto, ON, M4C 5L4",Apartment,,,,,,,2,1.0,,,Rental,,1.0,71.13000000000002,,$763 Monthly,,"$447,000"
427,"#116 -3841 LAKE SHORE BLVD W, Toronto, Ontario, M8W 1R2",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,1.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,60.95,,$595 Monthly,"School Bus, Pets not Allowed","$435,000"
428,"#212 -25 SILVER SPRINGS BLVD, Toronto, Ontario, M1V 1M9",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1+1,1.0,"Public Transit, Schools",,Underground,,1.0,62.09,Balcony,$538 Monthly,Pets not Allowed,"$399,900"
429,"#720 -36 LISGAR ST, Toronto, Ontario, M6J 3G2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Park, Public Transit",,"Underground, Visitor parking",,1.0,47.63,Balcony,$361 Monthly,,"$399,900"
430,"#1006 -21 OVERLEA BLVD, Toronto, Ontario, M4H 1P2",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1,1.0,"Park, Public Transit, Schools",,Underground,,1.0,,Ravine,$508 Monthly,Pets not Allowed,"$399,000"
431,"#107 -90 ORCHID PLACE DR, Toronto, Ontario, M1B 0C4",Townhouse,Row / Townhouse,,Brick,,Condominium/Strata,Single Family,1,1.0,,,Underground,,1.0,,,$265 Monthly,,"$389,900"
432,"#312 -800 KENNEDY RD, Toronto, Ontario, M1K 2C9",Apartment,Apartment,,Brick,,Shares in Co-operative,Single Family,2,1.0,,,,,1.0,65.83,Balcony,$596 Monthly,,"$359,900"
433,"#1505 -410 MCLEVIN AVE, Toronto, Ontario, M1B 5J5",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1,1.0,Public Transit,,"Underground, Visitor parking",,1.0,62.52,Balcony,$491 Monthly,,"$330,999"
434,"#632 -4645 JANE ST, Toronto, Ontario, M3N 2K9",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,1.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,,,Balcony,$734 Monthly,,"$188,800"
435,"#P3 #4 -85 BLOOR ST E, Toronto, Ontario, M4W 3Y1",,Parking,,Brick,,Condominium/Strata,Parking,,,,,Underground,,,,,$79 Monthly,,"$65,000"
436,"#P1 #1 -380 MACPHERSON AVE, Toronto, Ontario, M4V 3E3",,Parking,,Brick,,Condominium/Strata,Parking,,,,,Underground,,,,,$48 Monthly,,"$55,000"
437,"#C120 -628 FLEET ST, Toronto, Ontario, M5V 1A8",,Parking,,,,Condominium/Strata,Parking,,,,,Underground,,,,,$60 Monthly,,"$40,000"
438,"6208-7 Grenville St, Toronto, ON, M4Y 1A1",Apartment,,,,,,,2+1,3.0,,,Owned,1.0,1.0,130.11,,$949 Monthly,,"$1,599,000"
439,"1803-628 Fleet St, Toronto, ON, M5V 1A8",Apartment,,,,,,,2+1,2.0,,,Owned,1.0,1.0,,,$952 Monthly,,"$1,450,000"
440,"#5004 -50 CHARLES ST E, Toronto, Ontario, M4Y 1T1",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,"Hospital, Public Transit, Schools",,Underground,,1.0,445.62,Balcony,$427 Monthly,,"$956,000"
441,"15 LOWER JARVIS ST, Toronto, Ontario, M5E 1R7",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,2.0,,,Visitor parking,,1.0,,Balcony,$1 Monthly,,"$839,900"
442,"208-900 Mount Pleasant Rd, Toronto, ON, M4P 3J9",Apartment,,,,,,,2,2.0,,,Owned,1.0,1.0,70.59,,$646 Monthly,,"$829,000"
443,"#TH27 -120 TWENTY FOURTH ST, Toronto, Ontario, M8V 3P1",Townhouse,Row / Townhouse,,Brick,,Condominium/Strata,Single Family,3,3.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,2.0,119.98000000000002,Balcony,$425 Monthly,Community Centre,"$827,888"
444,"#819 -500 DORIS AVE, Toronto, Ontario, M2N 0C1",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2+1,2.0,,,Underground,,1.0,68.05,Balcony,$613 Monthly,,"$759,800"
445,"#GV 213 -17 BARBERRY PL, Toronto, Ontario, M2K 3E2",Townhouse,Row / Townhouse,,"Brick, Stucco",,Condominium/Strata,Single Family,2,2.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,2.0,92.32999999999998,,$828 Monthly,Community Centre,"$745,000"
446,"#1011 -8 HILLCREST AVE, Toronto, Ontario, M2N 6Y6",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,62.07,Balcony,$562 Monthly,,"$708,000"
447,"#5105 -50 CHARLES ST E, Toronto, Ontario, M4Y 0C3",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Public Transit, Schools",,Underground,,1.0,,Balcony,$277 Monthly,,"$685,000"
448,"#1202 -42 CHARLES ST E, Toronto, Ontario, M4Y 1T4",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,1,2.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,75.52000000000002,Balcony,$347 Monthly,Community Centre,"$666,000"
449,"#421 -1 BELSIZE DR, Toronto, Ontario, M4S 0B9",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1+1,1.0,,,Underground,,1.0,31.09,Balcony,$251 Monthly,,"$639,999"
450,"3-516 Riverside DR, Toronto, ON, M6S 4B5",Apartment,,Partially finished,Brick,,,,2,1.0,"Hospital, Public Transit, Schools",,,1.0,1.0,86.96,Conservation/green belt,$780 Monthly,,"$625,000"
451,"#1001 -10 CAPREOL CRT, Toronto, Ontario, M5V 4B3",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,1,1.0,,,Underground,,1.0,32.57,Balcony,$424 Monthly,,"$605,900"
452,"#1901 -11 BOGERT AVE, Toronto, Ontario, M2N 0H4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,2.0,"Hospital, Park, Public Transit",,Underground,,1.0,,Balcony,$595 Monthly,Community Centre,"$599,900"
453,"#746 -151 DAN LECKIE WAY, Toronto, Ontario, M5V 0B4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,,,Underground,,1.0,60.13999999999999,Balcony,$437 Monthly,,"$599,900"
454,"#45 -15 GUILDWOOD PKWY, Toronto, Ontario, M1E 4Y8",Townhouse,Row / Townhouse,Finished,Brick,,Condominium/Strata,Single Family,3,2.0,,,Garage,,2.0,89.19999999999997,,$382 Monthly,,"$599,900"
